listing_id,name,street,city,state,state_name,zip,lat,lng,phone,website,facebook,instagram,twitter,youtube,pinterest,season,products,description,updated,accepts_snap,accepts_ebt,organic_certified,organic_practices,csa_vendor_present,indoor_market,online_order_available,delivery_available,payment_cash,payment_credit_debit,live_enriched
"300018","Market in The Park - Lavretta Park","200 Parkway Street West","Mobile","AL","Alabama","36606","30.691614","-88.160082","251208-1553","https://www.cityofmobile.gov/calendar-of-events/","MarketsinMobile",,,,,"May to July","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Fish/seafood; Soap/body care products",,"Aug 3rd, 2020","false","false","true","false","false","false","false","false","false","true","true"
"300019","26th Annual Highlands Business Partnership's Farmers Market","71 Waterwitch Avenue","Highlands","NJ","New Jersey","07732","40.404837","-73.994358","732-291-4713","www.highlandsnj.com","https://www.facebook.com/pages/Highlands-Business-Partnership-Highlands-NJ/165486543524770",,,,,"June","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Fresh/dried herbs; Honey; Juices/non-alcoholic ciders; Nuts; Soap/body care products; Wild harvested forest products",,"Sep 10th, 2020","true","true","true","false","false","false","false","false","false","true","true"
"300020","Texas Farmers' Market at Lakeline","Lakeline Mall parking lot, behind Sears & Dillard's","Cedar Park","TX","Texas","78613","30.469036","-97.806683","5129537959","www.TexasFarmersMarket.org","https://www.facebook.com/TFMLakeline",,,,,"Year-round Available Products: Fresh fruits","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Grains/flour; Honey; Juices/non-alcoholic ciders; Mushrooms; Nursery stock; Nuts; Pet food; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Tofu/non-animal protein; Wild harvested forest products; Wine, spirits, beer, hard cider",,"Sep 16th, 2020","true","true","true","false","false","false","false","false","false","true","true"
"300024","Forest farmers market","15583 Forest Road","Forest","VA","Virginia","24551","37.36437","-79.285443","434-665-5475","www.forestfarmersmarket.com","https://www.facebook.com/pages/Forest-farmers-market/193117547377111",,"https://twitter.com/FFM221",,,"April to October","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Fish/seafood; Fresh/dried herbs; Honey; Mushrooms; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products",,"Jan 26th, 2021","true","true","true","false","false","true","false","false","false","true","true"
"300025","Oneida Farmers Market","N7332 Water Circle Place","Oneida","WI","Wisconsin","54155","44.503625","-88.202341","920-819-1933","http://www.facebook.com/OFMWI","https://www.facebook.com/#!/pages/Oneida-Farmers-Market-Wisconsin/157816204275054",,,,,"June to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Crafts/woodworking items; Cut flowers; Eggs; Fresh/dried herbs; Honey; Maple products; Nuts; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products",,"Jan 25th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"300026","North Myrtle Beach Farmers Market","925 First Avenue South","North Myrtle Beach","SC","South Carolina","29582","33.827655","-78.683173","843-839-4488","www.waccamawmarkets.org","https://www.facebook.com/WaccamawMarketCooperative/",,,,,"May to October","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Fish/seafood; Fresh/dried herbs; Honey; Juices/non-alcoholic ciders; Nursery stock; Nuts; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products",,"Jan 27th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"300028","ASU Regional Farmers' Market",,"Jonesboro","AR","Arkansas","72401","35.840771","-90.667327","870-926-3342","www.asuregionalfarmersmarket.org","https://www.facebook.com/asuregionalfarmersmarket",,"https://twitter.com/asufarmersmarket",,,"May to October","Prepared foods; Red/other non-poultry meat and products; Soap/body care products",,"Jan 25th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"300030","OHSU Farmers Market",,"Portland","OR","Oregon","97239","45.499865","-122.6877","5034948792","www.ohsu.edu/farmersmarket","https://www.facebook.com/ohsufarmersmarket",,"https://twitter.com/OHSUfarmmarket",,,"June to September","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Eggs; Fish/seafood; Fresh/dried herbs; Honey; Juices/non-alcoholic ciders; Nursery stock; Nuts; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products",,"Jan 4th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"300031","Shelby County Farmers Market",,"Harlan","IA","Iowa","51537","41.645926","-95.338882","712-766-3219",,"https://www.facebook.com/pages/Shelby-County-Farmers-Market/",,,,,"06/18/22-10/29/22","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Eggs; Fresh/dried herbs; Honey; Nursery stock",,"Jan 25th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"300033","Collinsville Farmers Market","Main St. and Route 179","Collinsville","CT","Connecticut","06019","41.810819","-72.923264","860-308-3157",,"https://www.facebook.com/collinsvillefarmersmarket1",,"@CollinsvilleFM",,,"June to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Cut flowers; Dairy products.; Eggs; Fresh/dried herbs; Honey; Juices/non-alcoholic ciders; Maple products; Red/other non-poultry meat and products; Soap/body care products; Wine, spirits, beer, hard cider",,"Jan 26th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"300035","Butte Farmers Market","Uptown Butte","Butte","MT","Montana","59701","46.01269","-112.5364","406-497-6464",,"https://www.facebook.com/ButteFM",,,,,"May to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Fish/seafood; Fresh/dried herbs; Grains/flour; Honey; Nursery stock; Nuts; Pet food; Poultry/fowl meat and products; Soap/body care products; Wild harvested forest products",,"Sep 10th, 2020","true","true","true","false","false","false","false","false","false","true","true"
"300036","Boulder Farmers and Artisan's Market","304 N. Main Street","Boulder","MT","Montana","59632","46.239153","-112.11759","4062253288","www.bouldermtchamber.org","Boulder MT Farmers and Artisans Market",,,,,"July to September","Fresh fruits; Fresh vegetables; Baked goods; Crafts/woodworking items; Cut flowers; Eggs; Soap/body care products",,"Jan 28th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"300039","Barnegat Farmers Market","14 Birdsall St.","Barnegat","NJ","New Jersey","08005","39.753903","-74.221654","609-698-0080x122","www.barnegat.net","@barnegatrecreation",,,,,"June to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Fresh/dried herbs; Honey; Mushrooms; Prepared foods",,"Jan 25th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"300040","Ithaca Farmers Market","Center & Pine River Street","Ithaca","MI","Michigan","48847","43.292319","-84.598559","9898753200",,,,,,,"","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Crafts/woodworking items; Dairy products.; Eggs; Fresh/dried herbs; Honey; Maple products; Red/other non-poultry meat and products",,"Jan 25th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"300041","Westside Community Market","750 University Row","Madison","WI","Wisconsin","53705","43.076159","-89.470061","608-628-8879","www.westsidecommunitymarket.org","https://www.facebook.com/WestsideCommunityMarket",,"@WCM_Market",,,"April to November","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Cut flowers; Dairy products.; Dry beans; Eggs; Fresh/dried herbs; Grains/flour; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Nursery stock; Nuts; Pet food; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Wild harvested forest products",,"Jan 29th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"300043","Red Oak Farmers Market",,"Red Oak","IA","Iowa","51566","41.009641","-95.228044","712-623-8919",,"facebook.com@redoakfarmersmarket",,,,,"05/26/22-10/13/22","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Crafts/woodworking items; Eggs; Fresh/dried herbs; Honey",,"Jan 28th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"300044","Halifax Market Place & Farmers Market","209 South Main Street","Halifax","VA","Virginia","24558","36.76317","-78.92836","434-476-2343","www.townofhalifax.com","https://www.facebook.com/halifaxmarketplace",,,,,"Year-round Available Products: Fresh fruits","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Crafts/woodworking items; Dry beans; Eggs; Fresh/dried herbs; Grains/flour; Honey; Maple products; Nuts; Poultry/fowl meat and products; Prepared foods; Soap/body care products; Wild harvested forest products",,"Jan 26th, 2021","true","true","true","false","false","true","false","false","false","true","true"
"300046","Crystal Lake Farmers Market","Woodstock & Williams Streets","Crystal Lake","IL","Illinois","60014","42.243752","-88.31701","8154790835",,"www.facebook.com/CrystalLakeFarmersMarket",,,"Downtown Crystal Lake",,"June to September","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Cut flowers; Dairy products.; Eggs; Fish/seafood; Fresh/dried herbs; Grains/flour; Honey; Maple products; Mushrooms; Nursery stock; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products",,"Jan 5th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"300047","Uptown Greenville Umbrella Market","Fifth Street and Evans Street","Greenville","NC","North Carolina","27858","35.611005","-77.373338","252-561-8400",,"https://www.facebook.com/uptownumbrellamarket/",,"https://twitter.com/Umbrella_Market",,,"May to August","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Eggs; Fresh/dried herbs; Honey; Juices/non-alcoholic ciders; Pet food; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Wine, spirits, beer, hard cider",,"Jan 5th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"300048","Voorheesville Farmers Market","68 Maple Ave.","Voorheesville","NY","New York","12186","42.649656","-73.930027","518 7654536","https://www.voorheesvillefarmersmarket.com/","https://www.facebook.com/VoorheesvilleFarmersMarket",,,,,"June to September","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Coffee/tea; Cut flowers; Eggs; Fresh/dried herbs; Honey; Maple products; Prepared foods; Soap/body care products",,"Jan 25th, 2021","true","false","true","false","false","false","false","false","false","true","true"
"300049","Waukon Farmers Market",,"Waukon","IA","Iowa","52172","43.260191","-91.472878","563-568-6345",,"https://www.facebook.com/WaukonFM",,,,,"June","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Cut flowers; Eggs; Fresh/dried herbs; Wine, spirits, beer, hard cider",,"Sep 15th, 2020","false","false","true","false","false","false","false","false","false","true","true"
"300050","Utica Farmers Market","Elizabeth St.","Utica","NY","New York","13501","43.096382","-75.225983","315-792-0114","www.CityofUtica.com",,,,,,"June to October","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Eggs; Honey; Maple products",,"Jan 27th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"300053","Salamanca Farmers market","768 Broad st","Salamanca","NY","New York","14779","42.164734","-78.741263","7168608419",,,,,,,"May to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Crafts/woodworking items; Cut flowers; Eggs; Honey; Maple products; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products",,"Dec 28th, 2020","true","true","true","false","false","false","false","false","false","true","true"
"300055","Belmont Farmers Market","5429 State Route 19N","Belmont","NY","New York","14813","42.234077","-78.053508","585-610-8836",,"Belmont Farmers Market",,,,,"June to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Crafts/woodworking items; Cut flowers; Eggs; Fresh/dried herbs; Honey; Maple products; Red/other non-poultry meat and products; Soap/body care products",,"Jan 27th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"300057","Claremont Farmers & Artisans Market","Harvard Avenue Between Bonita and First Streets","Claremont","CA","California","91711","34.095598","-117.71641","714-345-3087","www.claremontforum.org","https://www.facebook.com/pages/Claremont-Farmers-Artisans-Market/148040805240200?fref=ts",,,,,"Year-round Available Products: Fresh fruits","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Fish/seafood; Fresh/dried herbs; Grains/flour; Honey; Juices/non-alcoholic ciders; Mushrooms; Nursery stock; Nuts; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Wild harvested forest products",,"Feb 12th, 2021","true","true","true","false","false","false","false","false","false","true","true"
"300063","Yellow Green Farmers Market","1940 North 30th Road","Hollywood","FL","Florida","33021","26.03026","-80.169243","954-513-3990","www.ygfarmersmarket.com","https://www.facebook.com/YGFarmersMarket",,"https://twitter.com/ygfarmersmarket","https://www.youtube.com/channel/UCvxcGswgI6TnAvlu3nSqB1g?",,"Year-round Available Products: Fresh fruits","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Grains/flour; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Nursery stock; Nuts; Pet food; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Tofu/non-animal protein; Wine, spirits, beer, hard cider",,"Aug 3rd, 2020","true","true","true","false","false","true","false","false","false","true","true"
"300075","Northport Farmers Market","105 S. Bay Street","Northport","MI","Michigan","49670","45.129668","-85.614175","231-256-0665","http://www.leelanaufarmersmarkets.com","https://www.facebook.com/leelanaufarmersmarkets/",,,,,"June to September","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Fresh/dried herbs; Honey; Maple products; Mushrooms; Nursery stock; Pet food; Prepared foods; Red/other non-poultry meat and products; Soap/body care products",,"Feb 1st, 2021","true","true","true","false","false","false","false","false","false","true","true"
"300076","Suttons Bay Farmers Market","Intersection of M22 & M204","Suttons Bay","MI","Michigan","49682","44.980186","-85.647075","231-256-0665","http://www.leelanaufarmersmarkets.com","https://www.facebook.com/leelanaufarmersmarkets/",,,,,"May to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Fresh/dried herbs; Honey; Maple products; Mushrooms; Nursery stock; Nuts; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products",,"Feb 1st, 2021","true","true","true","false","false","false","false","false","false","true","true"
"300077","Glen Arbor Farmers Market","6394 Western Ave.","Glen Arbor","MI","Michigan","49636","44.897978","-85.986905","231-256-0665","http://www.leelanaufarmersmarkets.com","https://www.facebook.com/leelanaufarmersmarkets/",,,,,"June to September","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Dry beans; Eggs; Fresh/dried herbs; Honey; Maple products; Mushrooms; Nuts; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products",,"Feb 1st, 2021","true","true","true","false","false","false","false","false","false","true","true"
"300078","Leland Farmers Market","River Street","Leland","MI","Michigan","49654","45.022857","-85.759459","231-256-0665","http://www.leelanaufarmersmarkets.com","https://www.facebook.com/leelanaufarmersmarkets/",,,,,"June to September","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Crafts/woodworking items; Cut flowers; Fresh/dried herbs; Maple products; Nuts; Prepared foods; Soap/body care products",,"Feb 1st, 2021","true","true","true","false","false","false","false","false","false","true","true"
"300079","Empire Farmers Market","10234 Front Street","Empire","MI","Michigan","49630","44.811224","-86.063056","231-256-9888","http://www.leelanaufarmersmarkets.com","https://www.facebook.com/leelanaufarmersmarkets/",,,,,"June to September","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Crafts/woodworking items; Cut flowers; Dairy products.; Eggs; Fresh/dried herbs; Honey; Maple products; Mushrooms; Nursery stock; Soap/body care products",,"Feb 1st, 2021","true","true","true","false","false","false","false","false","false","true","true"
"300080","Forest Lakes Farmers Market","1650 Ashwood Blvd.","Charlottesville","VA","Virginia","22911","38.1087","-78.44106","434-531-2733",,"https://www.facebook.com/ForestLakesFarmersmarket",,,,,"May to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Eggs; Fresh/dried herbs; Honey; Maple products; Nursery stock; Nuts; Poultry/fowl meat and products; Red/other non-poultry meat and products; Soap/body care products",,"Sep 10th, 2020","false","false","true","false","false","false","false","false","false","true","true"
"300081","CMS Farmers Market","7500 Security Blvd.","Woodlawn","MD","Maryland","21244","39.316055","-76.764414","410-786-9355",,,,,,,"June to September","Fresh fruits; Fresh vegetables; Baked goods; Canned or preserved fruits/vegetables; Coffee/tea; Cut flowers; Dairy products.; Eggs; Fresh/dried herbs; Honey; Juices/non-alcoholic ciders; Nuts; Poultry/fowl meat and products; Prepared foods",,"Jan 25th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"300084","Frankenmuth Farmers Market","534 North Main Street","Frankenmuth","MI","Michigan","48734","43.344313","-83.738212","9896079214","www.frankenmuthfarmersmarket.org","https://www.facebook.com/Frankenmuth-Farmers-Market-106279602732863/",,"https://twitter.com/MuthFarmMarket",,,"May to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Grains/flour; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Nuts; Pet food; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Tofu/non-animal protein; Wild harvested forest products; Wine, spirits, beer, hard cider",,"Jan 5th, 2021","true","true","true","false","false","true","false","false","false","true","true"
"300086","Menlo Park Farmers' Market","Chestnut & Menlo Avenues","Menlo Park","CA","California","94025","37.450822","-122.1841","831-688-8316","www.localharvest.org","Menlo Park Farmers Market",,,,,"Year-round Available Products: Fresh fruits","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Cut flowers; Dairy products.; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Grains/flour; Honey; Juices/non-alcoholic ciders; Mushrooms; Nuts; Poultry/fowl meat and products; Red/other non-poultry meat and products; Soap/body care products",,"Jan 4th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"300088","Marshfield Farmer's Market",,"Marshfield","MA","Massachusetts","02050","42.098148","-70.717317","7816350889","www.marshfieldfair.org/farmers-market/","https://www.facebook.com/MarshfieldFM/",,"https://twitter.com/MarshfieldFM",,,"June 2 to September 29","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Dairy products.; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Grains/flour; Honey; Juices/non-alcoholic ciders; Maple products; Nuts; Pet food; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products",,"Jan 27th, 2021","true","true","true","false","false","true","false","false","false","true","true"
"300090","Dousman Farmers Market","118 S. Main St","Dousman","WI","Wisconsin","53118","43.013121","-88.472514","262-968-4566","www.dousmanchamber.org/farmers_market.html","https://www.facebook.com/DousmanFarmersMarket",,,,,"May to October","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Coffee/tea; Crafts/woodworking items; Cut flowers; Fresh/dried herbs; Honey; Prepared foods; Soap/body care products; Wild harvested forest products",,"Feb 10th, 2021","false","false","true","false","false","false","false","false","false","true","true"
"300091","Nash County Farmers Market in Rocky Mount","1006 Peachtree St.","Rocky Mount","NC","North Carolina","27804","35.955256","-77.802729","252-904-3250","nash.ces.ncsu.edu","Nash County Farmers Market in Rocky Mount",,,,,"April to December","Fresh fruits; Fresh vegetables; Baked goods; Bedding plants; Canned or preserved fruits/vegetables; Dairy products.; Eggs; Fresh/dried herbs; Grains/flour; Honey; Maple products; Nursery stock; Nuts; Poultry/fowl meat and products; Prepared foods; Red/other non-poultry meat and products; Soap/body care products; Wild harvested forest products",,"Jan 13th, 2021","true","true","true","false","false","true","false","false","false","true","true"
"300092","Sitka Farmers Market","611 Lincoln Street","Sitka","AK","Alaska","99835","57.051519","-135.32674","907-623-7660","www.sitkalocalfoodsnetwork.org/","www.facebook.com/SitkaLocalFoodsNetwork",,"@SitkaLocalFoods",,,"June to September","Fresh fruits; Fresh vegetables; Cut flowers; Fresh/dried herbs",,"Sep 10th, 2020","true","true","true","false","false","false","false","false","false","true","true"
